cell_id,x,y,z,velocity_x,velocity_y,velocity_z,velocity_magnitude,pressure
20,2.81250000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-5.03209429920948789e-03,1.98277255442484831e-03,-5.61583656618320744e-04,5.43771424792604055e-03,5.45655409289978895e-04
21,3.43750000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-6.78279738759563280e-03,1.98950926234343212e-03,-5.97910400731857094e-04,7.09379900712078099e-03,1.15908689263939766e-03
22,4.06250000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-8.28113720374114466e-03,1.87990958004404765e-03,-6.67121870509551499e-04,8.51800123306161935e-03,2.06243917963692914e-03
23,4.68750000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-9.27296928389743057e-03,1.63461928587881858e-03,-7.66451253108323387e-04,9.44708352208572036e-03,3.22040541096980893e-03
24,5.31250000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-9.56441895523952972e-03,1.25911065231132315e-03,-8.66529431427156150e-04,9.68578044566562220e-03,4.52261595307169514e-03
25,5.93750000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-9.02946115241847619e-03,7.99339480053201982e-04,-9.39974331898672712e-04,9.11337830072001844e-03,5.81911783009603049e-03
26,6.56250000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-7.70051725101427928e-03,3.31126021500121020e-04,-9.71484101071148085e-04,7.76861581840143731e-03,6.95588047856271745e-03
27,7.18750000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-5.75502658483716557e-03,-4.21192453013270019e-05,-9.34125313781004603e-04,5.83049698780933618e-03,7.77463095245052409e-03
28,7.81250000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-3.54121221260705714e-03,-2.15864626876572264e-04,-8.17770551351002287e-04,3.64081448943925912e-03,8.17836909697146168e-03
29,8.43750000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-1.51192224512620727e-03,-1.25848560015070360e-04,-6.19812038189834292e-04,1.63887574210199805e-03,8.16885897819817804e-03
30,9.06250000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,-1.59383703009439401e-04,1.96427551169216382e-04,-3.51761917774711557e-04,4.33270578784065627e-04,7.85401532388005710e-03
31,9.68750000000000000e-01,9.37500000000000000e-02,3.12500000000000000e-02,4.68930615186137435e-05,3.95846266165743787e-04,-5.95168518572767048e-05,4.03032853885325836e-04,7.44334228161367198e-03
32,3.12500000000000000e-02,1.56250000000000000e-01,3.12500000000000000e-02,-2.22234911640537718e-04,1.58158132867877417e-03,-4.52751829992042586e-04,1.66005182893135526e-03,3.07739048551516610e-04
33,9.37500000000000000e-02,1.56250000000000000e-01,3.12500000000000000e-02,-1.02115570983913316e-03,3.76051782861803368e-03,-8.51034319771677098e-04,3.98854769766144278e-03,9.79364360584060234e-05
34,1.56250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-2.76929639155992563e-03,4.99754910771416962e-03,-9.83902221155316323e-04,5.79763427348740923e-03,7.98520080612703678e-05
35,2.18750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-4.93940624834858771e-03,5.63301733390624351e-03,-1.01854885852819773e-03,7.56082403892078224e-03,1.91843287014768614e-04
36,2.81250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-7.31942656945237542e-03,5.87793908158029156e-03,-1.02003283347384325e-03,9.44270300992989045e-03,4.80917971749001175e-04
37,3.43750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-9.67613942040410242e-03,5.78552227337330097e-03,-1.03271931244203479e-03,1.13210622839505452e-02,1.02085743620341563e-03
38,4.06250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-1.17157799067939637e-02,5.35750149100846455e-03,-1.07220468457394982e-03,1.29271784986599997e-02,1.83765877443772797e-03
39,4.68750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-1.31169156930872333e-02,4.57661532424403789e-03,-1.14435453716473846e-03,1.39394559589817932e-02,2.92168325186175672e-03
40,5.31250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-1.36173509486444914e-02,3.46251556141860843e-03,-1.21791111455840997e-03,1.41033530890558069e-02,4.18147070882457852e-03
41,5.93750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-1.30264950659661743e-02,2.14131175496654015e-03,-1.26172437272646328e-03,1.32614757145775811e-02,5.47104351871794108e-03
42,6.56250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-1.13407366181167528e-02,8.20233302217630877e-04,-1.26129118398974824e-03,1.14401024978962179e-02,6.63453039621114682e-03
43,7.18750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-8.75464450949829318e-03,-2.57896136150839326e-04,-1.18397991240268958e-03,8.83810609450368621e-03,7.49940893682366286e-03
44,7.81250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-5.68327668705554540e-03,-8.40023210869850407e-04,-1.01532672533857673e-03,5.83405187289382128e-03,7.93664667656713424e-03
45,8.43750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-2.70095983711285143e-03,-7.81635830372364544e-04,-7.48487118462618124e-04,2.90970300538097044e-03,7.92359959229939695e-03
46,9.06250000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-5.21957248832415153e-04,-1.23334125793697651e-04,-3.84922372178202372e-04,6.60163547007326006e-04,7.52265692890495725e-03
47,9.68750000000000000e-01,1.56250000000000000e-01,3.12500000000000000e-02,-1.24016248036430939e-05,4.70568852245485810e-04,-1.09038212691573174e-05,4.70858511996622938e-04,6.92682287129691657e-03
48,3.12500000000000000e-02,2.18750000000000000e-01,3.12500000000000000e-02,-3.17527399435461172e-04,3.44444869394146648e-03,-6.22441282857715277e-04,3.51461002177949709e-03,-3.97731947845327580e-04
49,9.37500000000000000e-02,2.18750000000000000e-01,3.12500000000000000e-02,-1.39768368419485099e-03,7.51758980917800052e-03,-1.16616296214253350e-03,7.73483110833032145e-03,-6.72309652185978132e-04
50,1.56250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-3.62218263670044350e-03,9.69715993333576144e-03,-1.35025103992076636e-03,1.04392670095708202e-02,-7.08735416368448993e-04
51,2.18750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-6.28222488117913778e-03,1.07658627720456507e-02,-1.38674750566143961e-03,1.25416593530793576e-02,-6.44868687650819472e-04
52,2.81250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-9.17112940765439817e-03,1.11121801707230114e-02,-1.35702284320360898e-03,1.44717543427025259e-02,-4.46490270684626802e-04
53,3.43750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.20655405532519629e-02,1.08340552565512668e-02,-1.32373457840243187e-03,1.62697970294110351e-02,-1.44085496516715099e-05
54,4.06250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.46549343977564854e-02,9.95337097569841053e-03,-1.31340464713617863e-03,1.77640571871839174e-02,7.04530327529033279e-04
55,4.68750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.65815716918774787e-02,8.45254037021127454e-03,-1.34429042337461482e-03,1.86601467096403247e-02,1.73611048511508560e-03
56,5.31250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.74859496179155388e-02,6.35343265628992692e-03,-1.39432909560642570e-03,1.86565992127489984e-02,3.02918395822347492e-03
57,5.93750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.71091938444789676e-02,3.85965234164502595e-03,-1.42363610335438390e-03,1.75968227234662156e-02,4.43365756968132439e-03
58,6.56250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.52993318908962415e-02,1.33526876292460145e-03,-1.41064761790821516e-03,1.54221407618704842e-02,5.77201504484994767e-03
59,7.18750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.22223439155480420e-02,-7.98917668565170247e-04,-1.32115743650123131e-03,1.23194730895076158e-02,6.84507415252837322e-03
60,7.81250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-8.30364184218754069e-03,-2.07828020010059717e-03,-1.12610831968919158e-03,8.63352977530807558e-03,7.45454353974323546e-03
61,8.43750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-4.22535041968366294e-03,-2.21249160242459678e-03,-8.16153025055469652e-04,4.83888530761243142e-03,7.53045145587238202e-03
62,9.06250000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-1.00327692665445043e-03,-1.13227453616885840e-03,-3.68739936564448914e-04,1.55710608425731764e-03,7.05603512075800385e-03
63,9.68750000000000000e-01,2.18750000000000000e-01,3.12500000000000000e-02,-9.19328342626968753e-05,2.29210235217934576e-04,6.54903041991234221e-05,2.55495514419191170e-04,6.22163023533212328e-03
64,3.12500000000000000e-02,2.81250000000000000e-01,3.12500000000000000e-02,-3.84537608998744725e-04,5.84253209539224716e-03,-7.81589713685371828e-04,5.90710867844513113e-03,-2.04478119826905251e-03
65,9.37500000000000000e-02,2.81250000000000000e-01,3.12500000000000000e-02,-1.67161036644836820e-03,1.22537770341626228e-02,-1.45303800028093741e-03,1.24523352127401954e-02,-2.38731049035716385e-03
66,1.56250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-4.27717878542273593e-03,1.55030261618683621e-02,-1.66726877385806179e-03,1.61684218061729015e-02,-2.47080187601188012e-03
67,2.18750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-7.33993967530093428e-03,1.70064247198650244e-02,-1.68134711573928548e-03,1.85989280420431162e-02,-2.49604924334923721e-03
68,2.81250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.06785092312596721e-02,1.74075633015906006e-02,-1.59379822726100277e-03,2.04839940512147739e-02,-2.43240373422414597e-03
69,3.43750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.41084675417211553e-02,1.68716968834264729e-02,-1.48714815612849922e-03,2.20434711817421893e-02,-2.14676922998849849e-03
70,4.06250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.73354278526107360e-02,1.54483874628701424e-02,-1.40100917749739172e-03,2.32622561406125722e-02,-1.54608754946900613e-03
71,4.68750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.99893211853005813e-02,1.31075608666418042e-02,-1.37042742041416899e-03,2.39428315918658458e-02,-5.54512251442256291e-04
72,5.31250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-2.15854008750898108e-02,9.85414088199982469e-03,-1.40004566636197443e-03,2.37695972058536847e-02,8.43171357295926334e-04
73,5.93750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-2.17775215348491973e-02,5.90734440230096611e-03,-1.43287508329895097e-03,2.26099600418168817e-02,2.49835210080707288e-03
74,6.56250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-2.01404893353644143e-02,1.78638965987600864e-03,-1.43224785550985913e-03,2.02702203393167919e-02,4.19906151467517100e-03
75,7.18750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.67274877679057035e-02,-1.84192745891113233e-03,-1.36597979171177060e-03,1.68839404340542093e-02,5.70296193388561586e-03
76,7.81250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.19039972103189683e-02,-4.21791354547426320e-03,-1.17980773086756173e-03,1.26841590396128308e-02,6.70526319852907289e-03
77,8.43750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-6.43916870821894215e-03,-4.78523134248529710e-03,-8.60672761949137508e-04,8.06858663318246738e-03,7.04430703064618836e-03
78,9.06250000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-1.76580917924292272e-03,-3.15985909403146935e-03,-3.32175553003670671e-04,3.63498722826439058e-03,6.56039785740934658e-03
79,9.68750000000000000e-01,2.81250000000000000e-01,3.12500000000000000e-02,-2.29228759590102861e-04,-4.61633125132415148e-04,1.64730700520980176e-04,5.41098115074216597e-04,5.42179691227570246e-03
80,3.12500000000000000e-02,3.43750000000000000e-01,3.12500000000000000e-02,-4.31553058966304001e-04,8.70207669238799719e-03,-9.25605695629787739e-04,8.76179905651161897e-03,-4.87484753039396906e-03
81,9.37500000000000000e-02,3.43750000000000000e-01,3.12500000000000000e-02,-1.86718992285560097e-03,1.78391071848990855e-02,-1.70565414050538600e-03,1.80174748344310125e-02,-5.28315290996732908e-03
82,1.56250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-4.75960639559100569e-03,2.22481762014634481e-02,-1.92914552561215531e-03,2.28332389246752449e-02,-5.43114709970537752e-03
83,2.18750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-8.13092916569879698e-03,2.41568936285067003e-02,-1.89082878704981052e-03,2.55586140543366536e-02,-5.57937935967564233e-03
84,2.81250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-1.18510484877956766e-02,2.45473612846063144e-02,-1.71321647968748054e-03,2.73121842224920905e-02,-5.69015836210597786e-03
85,3.43750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-1.58057195168087999e-02,2.36918062546968185e-02,-1.49677195834719830e-03,2.85195157628844835e-02,-5.59268991802124894e-03
86,4.06250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-1.97524974757219245e-02,2.16802803521273478e-02,-1.30754599680472342e-03,2.93582252394282185e-02,-5.13427577550564385e-03
87,4.68750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-2.33357923671457940e-02,1.84452986780051648e-02,-1.19043962608632314e-03,2.97692021261355862e-02,-4.17978286582864136e-03
88,5.31250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-2.60035562823409186e-02,1.39341381344614372e-02,-1.17759994276025689e-03,2.95251060371391934e-02,-2.64058195186461005e-03
89,5.93750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-2.71698756005160219e-02,8.28821856105542779e-03,-1.22327251992401516e-03,2.84322546190297898e-02,-5.98874936508375188e-04
90,6.56250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-2.61999260141133200e-02,2.13062909696940146e-03,-1.26645070048139307e-03,2.63169071296498365e-02,1.70114158380668028e-03
91,7.18750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-2.27372745529737692e-02,-3.56316581642608047e-03,-1.26979200729380754e-03,2.30497760612645222e-02,3.93070441811073801e-03
92,7.81250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-1.70085830401184857e-02,-7.61225640318860877e-03,-1.15038083023942680e-03,1.86698077289262528e-02,5.65873375519503671e-03
93,8.43750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-9.79605647775594682e-03,-8.99490023837497786e-03,-8.73053540208828670e-04,1.33279096372151944e-02,6.54703698205070812e-03
94,9.06250000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-3.06043462423479570e-03,-6.71685119496769588e-03,-2.71855628342898645e-04,7.38622065384022045e-03,6.19733561171188774e-03
95,9.68750000000000000e-01,3.43750000000000000e-01,3.12500000000000000e-02,-4.88875662036844993e-04,-1.85922580322840582e-03,3.00459901395874979e-04,1.94576364254990986e-03,4.66524366757624116e-03
96,3.12500000000000000e-02,4.06250000000000000e-01,3.12500000000000000e-02,-4.71284307667816553e-04,1.19480898719420050e-02,-1.04903642903704736e-03,1.20033094568166437e-02,-9.08988694856347618e-03
97,9.37500000000000000e-02,4.06250000000000000e-01,3.12500000000000000e-02,-2.02556275680981475e-03,2.41187777012944540e-02,-1.91178353060231839e-03,2.42790703807644961e-02,-9.55851416902453455e-03
98,1.56250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-5.11903589107527788e-03,2.97058329432617896e-02,-2.12005153884652726e-03,3.02181345856169618e-02,-9.76820638055772746e-03
99,2.18750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-8.67896873884256570e-03,3.19249085915228950e-02,-1.99294839866931417e-03,3.31435684600595998e-02,-1.00533486494232514e-02
100,2.81250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-1.26565821190244912e-02,3.21925245970982044e-02,-1.68631874658131458e-03,3.46322303899915598e-02,-1.03608018722320585e-02
101,3.43750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-1.70393154342856727e-02,3.09501614879739984e-02,-1.32551248484132880e-03,3.53554486599763698e-02,-1.04870902823730600e-02
102,4.06250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-2.16953558541607208e-02,2.83371155972906540e-02,-9.82971411794228075e-04,3.57021962743090046e-02,-1.02217457782709607e-02
103,4.68750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-2.63432100105253433e-02,2.42210441270164709e-02,-7.26121699419519950e-04,3.57931689709627410e-02,-9.34476542025904078e-03
104,5.31250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-3.04323170785796085e-02,1.84305834067783683e-02,-6.17360945109505154e-04,3.55836122677556238e-02,-7.67163277319734063e-03
105,5.93750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-3.30808709993138245e-02,1.09594489601852092e-02,-6.64229649813262565e-04,3.48553403169706288e-02,-5.13704716945447438e-03
106,6.56250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-3.35005984336904095e-02,2.34985334141864233e-03,-7.84195566315670583e-04,3.35920655635789378e-02,-1.98666392084399616e-03
107,7.18750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-3.05571144042292887e-02,-6.13761603261396733e-03,-9.08639729840715464e-04,3.11806542175689788e-02,1.34286400469487734e-03
108,7.81250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-2.41320197543434360e-02,-1.26729336838710821e-02,-9.48935913528829982e-04,2.72737622074366720e-02,4.27129374505658913e-03
109,8.43750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-1.48769927692943508e-02,-1.55014919971541588e-02,-7.89250525491706268e-04,2.14998624271751961e-02,6.15659755226722651e-03
110,9.06250000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-5.28244279546570116e-03,-1.26062684374996653e-02,-1.63742550841252147e-04,1.36692727468810029e-02,6.24594996975299296e-03
111,9.68750000000000000e-01,4.06250000000000000e-01,3.12500000000000000e-02,-9.81682204188325533e-04,-4.43988167865400421e-03,4.94775147995564078e-04,4.57395361995960575e-03,4.22135976661405180e-03
112,3.12500000000000000e-02,4.68750000000000000e-01,3.12500000000000000e-02,-5.31292803979205200e-04,1.55314318841076014e-02,-1.15059295695570563e-03,1.55830520940806183e-02,-1.48605955994184670e-02
113,9.37500000000000000e-02,4.68750000000000000e-01,3.12500000000000000e-02,-2.23566113134169480e-03,3.09467516632705893e-02,-2.06313133418324201e-03,3.10959182225645468e-02,-1.53770569851543904e-02
114,1.56250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-5.47116550763307105e-03,3.76024839959516535e-02,-2.22516988397743198e-03,3.80635236898828680e-02,-1.56052205243128930e-02
115,2.18750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-9.05460881244107840e-03,3.99160527111624142e-02,-1.96587068064928237e-03,4.09773333968874581e-02,-1.59927130847122116e-02
116,2.81250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-1.30606172758881700e-02,3.98547740600567052e-02,-1.49482907293380833e-03,4.19668589837586675e-02,-1.64765893927751490e-02
117,3.43750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-1.76276769171505449e-02,3.81027253888184814e-02,-9.32966389541194574e-04,4.19931316030987198e-02,-1.68539570183171838e-02
118,4.06250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-2.28180049649712967e-02,3.48624642131309948e-02,-3.79803887511895148e-04,4.16676974716177831e-02,-1.68407874049877511e-02
119,4.68750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-2.84919966466480601e-02,2.99344548367823163e-02,8.51490478656391129e-05,4.13264166078831097e-02,-1.61139498572162310e-02
120,5.31250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-3.41995496798791557e-02,2.29671133502238889e-02,3.71006963263419013e-04,4.11975137613344936e-02,-1.43589896716301499e-02
121,5.93750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-3.89635199605763705e-02,1.36983854763450628e-02,4.09636807793010819e-04,4.13033830901425522e-02,-1.13506022665113178e-02
122,6.56250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-4.14738224868213198e-02,2.37378281071959308e-03,2.23578976676227598e-04,4.15423011406403087e-02,-7.14929620384927023e-03
123,7.18750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-4.01666880692059663e-02,-9.67631776296177040e-03,-1.07286828332887093e-04,4.13159226734952159e-02,-2.23339217424676009e-03
124,7.81250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-3.36678021741139838e-02,-1.98263827793538419e-02,-4.04733007541193855e-04,3.90739064614241752e-02,2.51478721113574657e-03
125,8.43750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-2.23844810268025059e-02,-2.51164697510715754e-02,-4.77799852583730121e-04,3.36471445489049462e-02,6.07780200991932945e-03
126,9.06250000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-9.03728993709144481e-03,-2.19952152758577275e-02,1.09268791867810271e-05,2.37794496116934574e-02,7.21970989106950241e-03
127,9.68750000000000000e-01,4.68750000000000000e-01,3.12500000000000000e-02,-1.89594951891264968e-03,-9.00626610452669174e-03,7.57706002331880592e-04,9.23480222364189349e-03,4.65115259596709466e-03
128,3.12500000000000000e-02,5.31250000000000000e-01,3.12500000000000000e-02,-6.76163923573424360e-04,1.94897169163234657e-02,-1.23992659310562638e-03,1.95408208907982620e-02,-2.23555880730052538e-02
129,9.37500000000000000e-02,5.31250000000000000e-01,3.12500000000000000e-02,-2.69525567188544759e-03,3.82376899277382387e-02,-2.16612419798507252e-03,3.83937159986863161e-02,-2.28822483538283841e-02
130,1.56250000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-6.06813411730007350e-03,4.56145656887433568e-02,-2.23786498741080069e-03,4.60708030572520300e-02,-2.30024554004579600e-02
131,2.18750000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-9.43208658483871837e-03,4.75903746673959419e-02,-1.80884397757120137e-03,4.85497676087353822e-02,-2.33563811862890040e-02
132,2.81250000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-1.30478691951081121e-02,4.68136293647835461e-02,-1.11962866597453280e-03,4.86108666162787875e-02,-2.39302555084079868e-02
133,3.43750000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-1.73252078365962701e-02,4.43453255133037030e-02,-3.16947184273808438e-04,4.76106204221257781e-02,-2.45171713759207259e-02
134,4.06250000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-2.26114402240994786e-02,4.04758882709807324e-02,4.93479812684167909e-04,4.63661329275848258e-02,-2.47670248168420336e-02
135,4.68750000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-2.90392201929902324e-02,3.48790898796733154e-02,1.24113787023522634e-03,4.54022867647019823e-02,-2.42647508310736421e-02
136,5.31250000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-3.63369340769266261e-02,2.69320410604026624e-02,1.82787430810522271e-03,4.52664195433696501e-02,-2.25555756074346456e-02
137,5.93750000000000000e-01,5.31250000000000000e-01,3.12500000000000000e-02,-4.35920585847496544e-02,1.60361987082440309e-02,2.10832060661570635e-03,4.64959380639514974e-02,-1.91880111686597056e-02
