cell_id,x,y,z,velocity_x,velocity_y,velocity_z,velocity_magnitude,pressure
21,2.68750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82368068804860783e-01,7.58739349310976789e-08,7.58739349408192878e-08,1.82368068804892369e-01,9.29778418579891053e+00
22,2.81250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367837519949422e-01,3.98761918410072050e-08,3.98761919002904322e-08,1.82367837519958137e-01,8.94692395759477499e+00
23,2.93750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367715980043421e-01,2.09355656314103443e-08,2.09355655972958938e-08,1.82367715980045808e-01,8.59606396299725439e+00
24,3.06250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367652202651720e-01,1.09741293351088450e-08,1.09741292990553476e-08,1.82367652202652358e-01,8.24520409010737154e+00
25,3.18750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367618799209236e-01,5.74051511995171304e-09,5.74051504788379160e-09,1.82367618799209430e-01,7.89434428044667236e+00
26,3.31250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367601345332975e-01,2.99495854405486488e-09,2.99495849123829006e-09,1.82367601345333002e-01,7.54348450351693600e+00
27,3.43750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367592251972022e-01,1.55731647125627967e-09,1.55731642776079331e-09,1.82367592251972022e-01,7.19262474345652958e+00
28,3.56250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367587532108383e-01,8.06186359101098695e-10,8.06186266543376327e-10,1.82367587532108383e-01,6.84176499204259070e+00
29,3.68750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367585094640988e-01,4.14775993338843004e-10,4.14775941443962508e-10,1.82367585094640988e-01,6.49090524502793276e+00
30,3.81250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367583844851688e-01,2.11491284599311356e-10,2.11491280392636607e-10,1.82367583844851688e-01,6.14004550022838291e+00
31,3.93750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367583210789386e-01,1.06382835129774997e-10,1.06382795392908157e-10,1.82367583210789386e-01,5.78918575652678147e+00
32,4.06250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582894300773e-01,5.23816285970189453e-11,5.23816889132265858e-11,1.82367582894300773e-01,5.43832601335589860e+00
33,4.18750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582740378065e-01,2.49011134733219800e-11,2.49011622570794121e-11,1.82367582740378065e-01,5.08746627043077115e+00
34,4.31250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582668727130e-01,1.11216873509508354e-11,1.11217505637744897e-11,1.82367582668727130e-01,4.73660652761060241e+00
35,4.43750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582637976894e-01,4.37899324217260551e-12,4.37905712493097129e-12,1.82367582637976894e-01,4.38574678482766434e+00
36,4.56250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582626931729e-01,1.23489161931965474e-12,1.23495389978381337e-12,1.82367582626931729e-01,4.03488704205093107e+00
37,4.68750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582624834573e-01,-7.91962867588544090e-14,-7.91702002804917827e-14,1.82367582624834573e-01,3.68402729926782335e+00
38,4.81250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582626135699e-01,-5.10198499911250376e-13,-5.10132658467905974e-13,1.82367582626135699e-01,3.33316755647476093e+00
39,4.93750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582628429559e-01,-5.59885211937359374e-13,-5.59876838006027462e-13,1.82367582628429559e-01,2.98230781367245701e+00
40,5.06250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582630766634e-01,-4.78448060564604301e-13,-4.78388983803970893e-13,1.82367582630766634e-01,2.63144807086381238e+00
41,5.18750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582632932901e-01,-3.91518029930658036e-13,-3.91503974809080535e-13,1.82367582632932901e-01,2.28058832805181710e+00
42,5.31250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582634863690e-01,-4.63355772634748267e-13,-4.63360177968151691e-13,1.82367582634863690e-01,1.92972858523994306e+00
43,5.43750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582639096665e-01,-1.11991233238575165e-12,-1.11997467125418327e-12,1.82367582639096665e-01,1.57886884244532055e+00
44,5.56250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582651773552e-01,-3.50666916493435252e-12,-3.50670737227602821e-12,1.82367582651773552e-01,1.22800909968270267e+00
45,5.68750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582661981137e-01,-9.20363308377481493e-12,-9.20369760648848700e-12,1.82367582661981137e-01,8.77149356839005412e-01
46,5.81250000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367582708895859e-01,-1.88964887346102834e-11,-1.88965612629483924e-11,1.82367582708895859e-01,5.26289614192160360e-01
47,5.93750000000000000e+00,6.25000000000000000e-02,6.25000000000000000e-02,1.82367583073351353e-01,-3.97732381790882962e-11,-3.97732258894733446e-11,1.82367583073351353e-01,1.75429872846693313e-01
48,6.25000000000000000e-02,1.87500000000000000e-01,6.25000000000000000e-02,7.39036762752349863e-01,1.43073271762722581e-01,9.19059228817595136e-02,7.58348202643819080e-01,1.94641665009231879e+01
49,1.87500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,7.45950166504675938e-01,1.32854567251784655e-01,9.18423707046000515e-02,7.63234569450738309e-01,1.76111121874549319e+01
50,3.12500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,6.21304617933824077e-01,8.49041650224162392e-02,6.24555236347710055e-02,6.30181591239019179e-01,1.65147616502307173e+01
51,4.37500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,5.05359324658324893e-01,4.69288785708632111e-02,3.53021233265384746e-02,5.08759871230425542e-01,1.58956097111968955e+01
52,5.62500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,4.47243594648726595e-01,2.46939783987503193e-02,1.84312244226030771e-02,4.48303842898082672e-01,1.54018784118696086e+01
53,6.87500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,4.16964168266626689e-01,1.26917811001140551e-02,9.33484325534689532e-03,4.17261714304553555e-01,1.49763758792857331e+01
54,8.12500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,4.00377062904977432e-01,6.42075639422742903e-03,4.66665563551250766e-03,4.00455735741056307e-01,1.45911741009529372e+01
55,9.37500000000000000e-01,1.87500000000000000e-01,6.25000000000000000e-02,3.91707667559690997e-01,3.21372499296560107e-03,2.30967090738782828e-03,3.91727659775365167e-01,1.42245000541359943e+01
56,1.06250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.87292631381591979e-01,1.60447467248629543e-03,1.14065713656931684e-03,3.87297634591479922e-01,1.38660752522609698e+01
57,1.18750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.85032986928149024e-01,8.02786755117701435e-04,5.65649061519547369e-04,3.85034239319371641e-01,1.35115781452685013e+01
58,1.31250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.83872149205508884e-01,4.03147298323522157e-04,2.81924332677416668e-04,3.83872464426311732e-01,1.31589670930963987e+01
59,1.43750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.83276263960009855e-01,2.03584572477916805e-04,1.41339195131218919e-04,3.83276344089469423e-01,1.28072506029250111e+01
60,1.56250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82969538281993038e-01,1.03572272430473136e-04,7.14079012852340291e-05,3.82969558944607158e-01,1.24559641808188672e+01
61,1.68750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82810765517569873e-01,5.31068801215021498e-05,3.63829065412271820e-05,3.82810770930239741e-01,1.21048891726303527e+01
62,1.81250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82728165867860848e-01,2.74277201459989387e-05,1.86834714312247637e-05,3.82728167306678302e-01,1.17539196040671996e+01
63,1.93750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82685019161705997e-01,1.42552343819415080e-05,9.66270286363120530e-06,3.82685019549204197e-01,1.14030032434978725e+01
64,2.06250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82662397564135948e-01,7.44810458736914428e-06,5.02854020545147645e-06,3.82662397669660426e-01,1.10521140868034227e+01
65,2.18750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82650501213567640e-01,3.90598767437589155e-06,2.62897612082630852e-06,3.82650501242534358e-01,1.07012389976121387e+01
66,2.31250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82644233977955828e-01,2.05321301868126192e-06,1.37890795017255467e-06,3.82644233985948989e-01,1.03503712262880594e+01
67,2.43750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82640929010614694e-01,1.08078001846858544e-06,7.24865571540367189e-07,3.82640929012827646e-01,9.99950727711398990e+00
68,2.56250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82639185320454100e-01,5.69222187695170107e-07,3.81529662374685548e-07,3.82639185321067721e-01,9.64864533063862773e+00
69,2.68750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82638265471895944e-01,2.99742484499780588e-07,2.00886861530221227e-07,3.82638265472066086e-01,9.29778443467684923e+00
70,2.81250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637780545462158e-01,1.57721788209086840e-07,1.05735636511760873e-07,3.82637780545509287e-01,8.94692408953474150e+00
71,2.93750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637525161855341e-01,8.28943199799794470e-08,5.56031504700746320e-08,3.82637525161868330e-01,8.59606403289891574e+00
72,3.06250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637390843665604e-01,4.34993781082558194e-08,2.91995259960062938e-08,3.82637390843669156e-01,8.24520412711675021e+00
73,3.18750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637320315805274e-01,2.27825504450520829e-08,1.53056712670270300e-08,3.82637320315806273e-01,7.89434430002443932e+00
74,3.31250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637283357111557e-01,1.19039464573713064e-08,8.00416952748454609e-09,3.82637283357111835e-01,7.54348451386044161e+00
75,3.43750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637264037312408e-01,6.20128165546149393e-09,4.17338497599122981e-09,3.82637264037312519e-01,7.19262474891117431e+00
76,3.56250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637253969952906e-01,3.21781732187424859e-09,2.16746072478182171e-09,3.82637253969952906e-01,6.84176499491125512e+00
77,3.68750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637248746287517e-01,1.66063553316886100e-09,1.11956024329333135e-09,3.82637248746287517e-01,6.49090524653059830e+00
78,3.81250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637246052164592e-01,8.50287919303299691e-10,5.73750556180158122e-10,3.82637246052164592e-01,6.14004550101095337e+00
79,3.93750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637244674896182e-01,4.30260447684188926e-10,2.90583806903708345e-10,3.82637244674896182e-01,5.78918575693093729e+00
80,4.06250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243980181674e-01,2.13777826996734113e-10,1.44499375537385174e-10,3.82637243980181674e-01,5.43832601356211853e+00
81,4.18750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243636995916e-01,1.03143765169896798e-10,6.97626437935806207e-11,3.82637243636995916e-01,5.08746627053420042e+00
82,4.31250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243473110400e-01,4.73394837632388600e-11,3.20131737170456732e-11,3.82637243473110400e-01,4.73660652766124635e+00
83,4.43750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243399326532e-01,1.97737832515426899e-11,1.33338900414206934e-11,3.82637243399326532e-01,4.38574678485169756e+00
84,4.56250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243369698621e-01,6.66281414948903617e-12,4.44027984858042686e-12,3.82637243369698621e-01,4.03488704206185034e+00
85,4.68750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243360769042e-01,9.16553590645751530e-13,5.69137748893101528e-13,3.82637243360769042e-01,3.68402729927233707e+00
86,4.81250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243360530399e-01,-1.23784509739535973e-12,-8.29732451372003891e-13,3.82637243360530399e-01,3.33316755647601060e+00
87,4.93750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243363325719e-01,-1.88082330192984058e-12,-1.12773837756249898e-12,3.82637243363325719e-01,2.98230781367165099e+00
88,5.06250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243367235536e-01,-2.11202443532341867e-12,-1.02298165158398533e-12,3.82637243367235536e-01,2.63144807086097465e+00
89,5.18750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243371795388e-01,-2.58400473025661101e-12,-8.54350976583879870e-13,3.82637243371795388e-01,2.28058832804549594e+00
90,5.31250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243377434377e-01,-4.15225703253169740e-12,-1.02874110230412669e-12,3.82637243377434377e-01,1.92972858522538115e+00
91,5.43750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243389187309e-01,-8.49183241693179659e-12,-2.38651617224769750e-12,3.82637243389187309e-01,1.57886884241515735e+00
92,5.56250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243419027440e-01,-1.99488419717702224e-11,-7.66393855546812079e-12,3.82637243419027440e-01,1.22800909963094673e+00
93,5.68750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243455628384e-01,-4.70008137261713682e-11,-2.25248827911209896e-11,3.82637243455628384e-01,8.77149356717178752e-01
94,5.81250000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637243561202323e-01,-8.81973080024979045e-11,-4.83040197888730163e-11,3.82637243561202323e-01,5.26289613884383334e-01
95,5.93750000000000000e+00,1.87500000000000000e-01,6.25000000000000000e-02,3.82637244166256107e-01,-1.38927224098362999e-10,-9.10650537561608329e-11,3.82637244166256107e-01,1.75429872693477928e-01
96,6.25000000000000000e-02,3.12500000000000000e-01,6.25000000000000000e-02,7.50151347375840549e-01,8.00237060176963028e-02,9.74055355483335050e-02,7.60669886251620575e-01,1.89361363570464540e+01
97,1.87500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,7.56106252020265046e-01,8.98991178222046522e-02,9.88348717576938568e-02,7.67819541041189546e-01,1.73709623390779697e+01
98,3.12500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,6.68105432440503577e-01,6.71536045327738584e-02,6.88027657116893343e-02,6.74987626573875898e-01,1.64118865606543949e+01
99,4.37500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,5.81301790742981717e-01,4.26534900782038276e-02,4.01427887465290387e-02,5.84245270092276558e-01,1.58447024690427529e+01
100,5.62500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,5.37891328075336350e-01,2.51047066325442159e-02,2.16600676423923909e-02,5.38912317213132819e-01,1.53773986291358202e+01
101,6.87500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,5.15048426473512122e-01,1.40680233508328444e-02,1.12433693190411195e-02,5.15363177038760334e-01,1.49652699809421303e+01
102,8.12500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,5.02224813201109233e-01,7.64235525344484756e-03,5.74900027584664478e-03,5.02315856402005934e-01,1.45862546969779441e+01
103,9.37500000000000000e-01,3.12500000000000000e-01,6.25000000000000000e-02,4.95369834285786848e-01,4.07473520063258640e-03,2.91605138026101822e-03,4.95395175130860121e-01,1.42223388861432767e+01
104,1.06250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.91806343801914292e-01,2.15019051357213942e-03,1.47683407382795070e-03,4.91813261474243923e-01,1.38651192203415974e+01
105,1.18750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.89939453620792498e-01,1.12724537453880603e-03,7.50622355485801871e-04,4.89941325395496396e-01,1.35111520705211063e+01
106,1.31250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.88957727256501384e-01,5.88931895195711507e-04,3.83184586694664485e-04,4.88958232076164012e-01,1.31587751583095116e+01
107,1.43750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.88443153413599618e-01,3.07647547200075051e-04,1.96485285067945310e-04,4.88443289819915305e-01,1.28071619500849163e+01
108,1.56250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.88173349746410579e-01,1.61019479286952938e-04,1.01282621786548380e-04,4.88173386808491983e-01,1.24559218910794396e+01
109,1.68750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.88031474151390143e-01,8.44953269909808383e-05,5.24858190279361463e-05,4.88031484288258210e-01,1.21048684155525574e+01
110,1.81250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87956740757303109e-01,4.44525118821203707e-05,2.73200492137941517e-05,4.87956743546905825e-01,1.17539091822034685e+01
111,1.93750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87917339996327526e-01,2.34377989050823638e-05,1.42754447038708344e-05,4.87917340768096286e-01,1.14029979143004994e+01
112,2.06250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87896546597939851e-01,1.23783954636900279e-05,7.48442933564520795e-06,4.87896546812371934e-01,1.10521113266396593e+01
113,2.18750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87885561488585695e-01,6.54402041646012004e-06,3.93214147959811392e-06,4.87885561548318913e-01,1.07012375627174858e+01
114,2.31250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87879757468723751e-01,3.46077233873709844e-06,2.06864635481272493e-06,4.87879757485383869e-01,1.03503704809880670e+01
115,2.43750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87876691303086307e-01,1.82989416087250094e-06,1.08938614457075751e-06,4.87876691307734311e-01,9.99950689066532128e+00
116,2.56250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87875071646922620e-01,9.66995996189860844e-07,5.73968137755577915e-07,4.87875071648218583e-01,9.64864513089493059e+00
117,2.68750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87874216472182931e-01,5.10530613835833484e-07,3.02377513114572657e-07,4.87874216472543754e-01,9.29778433191103737e+00
118,2.81250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873765316075125e-01,2.69218436888732236e-07,1.59210517386346369e-07,4.87873765316175378e-01,8.94692403693436411e+00
119,2.93750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873527548386254e-01,1.41770247448883761e-07,8.37521381802673440e-08,4.87873527548414065e-01,8.59606400612361909e+00
120,3.06250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873402394141953e-01,7.45377770944019681e-08,4.40009689641070961e-08,4.87873402394149669e-01,8.24520411357221406e+00
121,3.18750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873336615593511e-01,3.91179240848204588e-08,2.30781374235746647e-08,4.87873336615595621e-01,7.89434429322307274e+00
122,3.31250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873302106974438e-01,2.04851866459640421e-08,1.20785055862833434e-08,4.87873302106974993e-01,7.54348451047627400e+00
123,3.43750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873284044008759e-01,1.06991058713043413e-08,6.30416391632808939e-09,4.87873284044008926e-01,7.19262474724798828e+00
124,3.56250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873274616853314e-01,5.56856552964303442e-09,3.27816748505768212e-09,4.87873274616853370e-01,6.84176499410859495e+00
125,3.68750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873269716294133e-01,2.88441008301911526e-09,1.69581003967394849e-09,4.87873269716294133e-01,6.49090524615423980e+00
126,3.81250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873267183140780e-01,1.48380909984599199e-09,8.70640311100095042e-10,4.87873267183140780e-01,6.14004550084308498e+00
127,3.93750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873265884523621e-01,7.55536189136365273e-10,4.41943843308441643e-10,4.87873265884523621e-01,5.78918575686302894e+00
128,4.06250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873265227066699e-01,3.78749085226355408e-10,2.20427709494446252e-10,4.87873265227066699e-01,5.43832601354059886e+00
129,4.18750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264900611892e-01,1.85263969441889524e-10,1.06888577749865105e-10,4.87873264900611892e-01,5.08746627053293743e+00
130,4.31250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264743495627e-01,8.70458783464747175e-11,4.94119455904277294e-11,4.87873264743495627e-01,4.73660652766777801e+00
131,4.43750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264671834284e-01,3.80886390178464449e-11,2.08847982518474778e-11,4.87873264671834284e-01,4.38574678486029779e+00
132,4.56250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264642354976e-01,1.44297922912728117e-11,7.22854194755182542e-12,4.87873264642354976e-01,4.03488704207007132e+00
133,4.68750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264632857628e-01,3.66625995231486711e-12,1.21560276981388753e-12,4.87873264632857628e-01,3.68402729927918360e+00
134,4.81250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264631919046e-01,-7.44057618520303294e-13,-9.88369785454198205e-13,4.87873264631919046e-01,3.33316755648133212e+00
135,4.93750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264633877757e-01,-2.47331075194563030e-12,-1.54448617980427815e-12,4.87873264633877757e-01,2.98230781367601017e+00
136,5.06250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264636792148e-01,-3.54205344295374981e-12,-1.56422623851958708e-12,4.87873264636792148e-01,2.63144807086527344e+00
137,5.18750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264640112048e-01,-5.23332925913030434e-12,-1.60912559833447417e-12,4.87873264640112048e-01,2.28058832805122380e+00
138,5.31250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264643939930e-01,-9.19663334823183003e-12,-2.35123161558191178e-12,4.87873264643939930e-01,1.92972858523641522e+00
139,5.43750000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264651816685e-01,-1.82623249324931259e-11,-5.27723098224032995e-12,4.87873264651816685e-01,1.57886884243676184e+00
140,5.56250000000000000e+00,3.12500000000000000e-01,6.25000000000000000e-02,4.87873264672159190e-01,-3.96531300143253892e-11,-1.52881702802861438e-11,4.87873264672159190e-01,1.22800909967093230e+00
